movieId,title,genres,tag,relevant_tags,combined_features,imdbId
53600,In Your Hands (Forbrydelser) (2004),Drama,,,Drama  ,347016
53651,Once You're Born You Can No Longer Hide (Quando sei nato non puoi più nasconderti) (2005),Adventure Drama,,,Adventure Drama  ,418091
53737,"Night of the Generals, The (1967)",Crime Drama Mystery Thriller War,Anatole Litvak 01/11 02/11 03/11 04/11 05/10 05/11 06/10 06/11 07/10 08/10 09/09 09/10 10/10 10/11 11/10 11/11 12/09 12/10 12/11 Peter O'Toole To See Omar Sharif Peter O'Toole thriller war World War II,world war ii wwii wartime germany nazis,Crime Drama Mystery Thriller War Anatole Litvak 01/11 02/11 03/11 04/11 05/10 05/11 06/10 06/11 07/10 08/10 09/09 09/10 10/10 10/11 11/10 11/11 12/09 12/10 12/11 Peter O'Toole To See Omar Sharif Peter O'Toole thriller war World War II world war ii wwii wartime germany nazis,62038
53741,"Comedy of Power (Ivresse du pouvoir, L') (2006)",Drama,,,Drama  ,463486
53752,Gui Si (Silk) (2006),Drama Horror Mystery Sci-Fi Thriller,overly dramatic predictable,,Drama Horror Mystery Sci-Fi Thriller overly dramatic predictable ,486480
53766,Breaking News (Daai si gin) (2004),Action Crime Drama,action crime criminals gunfight hostage hostages Johnnie To long takes media politics siege,,Action Crime Drama action crime criminals gunfight hostage hostages Johnnie To long takes media politics siege ,414931
53769,In Search of a Midnight Kiss (2007),Comedy Romance,netflix atmospheric best viewed in black and white bittersweet great dialogue loneliness realistic unresolved funny loneliness realistic atmospheric best viewed in black and white bittersweet color version loneliness atmospheric best viewed in black and white bittersweet color version funny great dialouge loneliness atmospheric bittersweet loneliness great dialogue Alex Holdridge unresolved atmospheric bittersweet funny great dialouge loneliness misanthrope realistic great dialogue,loneliness bittersweet romantic melancholic original,Comedy Romance netflix atmospheric best viewed in black and white bittersweet great dialogue loneliness realistic unresolved funny loneliness realistic atmospheric best viewed in black and white bittersweet color version loneliness atmospheric best viewed in black and white bittersweet color version funny great dialouge loneliness atmospheric bittersweet loneliness great dialogue Alex Holdridge unresolved atmospheric bittersweet funny great dialouge loneliness misanthrope realistic great dialogue loneliness bittersweet romantic melancholic original,989000
53771,Alice in Wonderland (1985),Adventure Children Fantasy,Harry Harris,,Adventure Children Fantasy Harry Harris ,88693
53774,"Mystery of Picasso, The (Le mystère Picasso) (1956)",Documentary,,,Documentary  ,49531
53788,Exiled (Fong juk) (2006),Action Crime Thriller,Anthony Wong Chau-Sang Francis Ng hitman hitmen Johnnie To revenge Simon Yam Johnnie To choreographed shootouts 01/10 10/09 11/09 12/09,,Action Crime Thriller Anthony Wong Chau-Sang Francis Ng hitman hitmen Johnnie To revenge Simon Yam Johnnie To choreographed shootouts 01/10 10/09 11/09 12/09 ,796212
53808,Bring It On: All or Nothing (2006),Comedy,better than expected Rihanna cheerleading high school,,Comedy better than expected Rihanna cheerleading high school ,490822
53827,Sybil (1976),Drama,disorder Dissociative identity disorder emotional healing intense mental illness multiple personalities multiple personality disorder true story emotional healing intense Child Abuse Joanne Woodward Multiple Personality Disorder Psychiatry Psychology Sally Field mental illness Daniel Petrie Dissociative identity disorder mental illness child abuse mental illness multiple personality based on a book mental illness multiple personalities true story perrot library,psychiatry based on a book child abuse psychology childhood,Drama disorder Dissociative identity disorder emotional healing intense mental illness multiple personalities multiple personality disorder true story emotional healing intense Child Abuse Joanne Woodward Multiple Personality Disorder Psychiatry Psychology Sally Field mental illness Daniel Petrie Dissociative identity disorder mental illness child abuse mental illness multiple personality based on a book mental illness multiple personalities true story perrot library psychiatry based on a book child abuse psychology childhood,75296
53833,David Holzman's Diary (1967),Documentary Drama,Jim McBride,,Documentary Drama Jim McBride ,62864
53835,Journey to Italy (Viaggio in Italia) (Voyage to Italy) (Voyage in Italy) (1954),Drama Romance,Criterion Roberto Rossellini 01/11 02/11 03/11 04/11 05/11 06/11 10/10 11/10 11/11 12/10 BD-R,,Drama Romance Criterion Roberto Rossellini 01/11 02/11 03/11 04/11 05/11 06/11 10/10 11/10 11/11 12/10 BD-R ,46511
53837,Swoon (1992),Crime Drama,,,Crime Drama  ,105508
53839,East Side Story (1997),Documentary Musical,,,Documentary Musical  ,119040
53841,Knock on Wood (1954),Comedy,Danny Kaye Melvin Frank Norman Panama,,Comedy Danny Kaye Melvin Frank Norman Panama ,47152
53843,O.C. and Stiggs (1985),Comedy,suburbia,,Comedy suburbia ,89715
53845,"Homecoming, The (1973)",Drama,,,Drama  ,70188
53847,"Woman Chaser, The (1999)",Comedy,,,Comedy  ,217894
53849,Uranus (1990),Comedy Drama,alcoholic hero,,Comedy Drama alcoholic hero ,100851
53851,American Friends (1991),Drama Romance,,,Drama Romance  ,101324
53853,Within Our Gates (1920),Drama Romance,BD-R DVD-R DVD-RAM,,Drama Romance BD-R DVD-R DVD-RAM ,11870
53855,Johnny Tremain (1957),Adventure Children War,strong men with guns,,Adventure Children War strong men with guns ,50567
53857,Alan & Naomi (1992),Children Drama,,,Children Drama  ,103640
53859,Goal II: Living the Dream (2007),Action Drama,soccer sports,,Action Drama soccer sports ,473360
53873,Cheech & Chong: Still Smokin' (1983),Comedy,,,Comedy  ,86366
53880,Putney Swope (1969),Comedy,Criterion Robert Downey Sr. DVD-RAM VHS,,Comedy Criterion Robert Downey Sr. DVD-RAM VHS ,64855
53883,"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",Documentary,netflix terrorism Adam Curtis corruption politics terrorism Adam Curtis politics stock footage Adam Curtis corruption politics 01/10 02/10 03/10 05/10 12/09 To See,,Documentary netflix terrorism Adam Curtis corruption politics terrorism Adam Curtis politics stock footage Adam Curtis corruption politics 01/10 02/10 03/10 05/10 12/09 To See ,430484
53885,"Trials of Darryl Hunt, The (2006)",Crime Documentary,Anne Sundberg Ricki Stern,,Crime Documentary Anne Sundberg Ricki Stern ,446055
53887,O Lucky Man! (1973),Comedy Drama Fantasy Musical,Mick Travis (series) Nudity (Topless - Brief) Nudity (Topless) long less than 300 ratings Lindsay Anderson Lindsay Anderson 03/09 Betamax Tumey's DVDs,surreal satirical surrealism awesome soundtrack mad scientist,Comedy Drama Fantasy Musical Mick Travis (series) Nudity (Topless - Brief) Nudity (Topless) long less than 300 ratings Lindsay Anderson Lindsay Anderson 03/09 Betamax Tumey's DVDs surreal satirical surrealism awesome soundtrack mad scientist,70464
53894,Sicko (2007),Documentary Drama,'Now If Only Dubya Could Wash Me Whites documentary critique topic:managed health care health care Michael Moore american idiocy Michael Moore documentary health care Michael Moore american idiocy corruption documentary documentary critique England France health care reality check political commentary movie to see dani2007 health care documentary health care social commentary corruption documentary documentary health care Michael Moore NO_FA_GANES american idiocy documentary Michael Moore toplist07 liberal propaganda Michael Moore propaganda Michael Moore Cuba documentary Michael Moore ummarti2007 Michael Moore business health care politics health care american idiocy social commentary american idiocy Canada corruption Cuba England France politics United States corruption Cuba health care insurance politics perrot library liberal propaganda Michael Moore propaganda library Below R documentary reality check propaganda documentary critique Michael Moore american idiocy insurance liberal propaganda Michael Moore,politics documentary social commentary propaganda canada,Documentary Drama 'Now If Only Dubya Could Wash Me Whites documentary critique topic:managed health care health care Michael Moore american idiocy Michael Moore documentary health care Michael Moore american idiocy corruption documentary documentary critique England France health care reality check political commentary movie to see dani2007 health care documentary health care social commentary corruption documentary documentary health care Michael Moore NO_FA_GANES american idiocy documentary Michael Moore toplist07 liberal propaganda Michael Moore propaganda Michael Moore Cuba documentary Michael Moore ummarti2007 Michael Moore business health care politics health care american idiocy social commentary american idiocy Canada corruption Cuba England France politics United States corruption Cuba health care insurance politics perrot library liberal propaganda Michael Moore propaganda library Below R documentary reality check propaganda documentary critique Michael Moore american idiocy insurance liberal propaganda Michael Moore politics documentary social commentary propaganda canada,386032
53906,Popular Music (Populärmusik från Vittula) (2004),Comedy Drama,1960s abuse based on a book coming of age friendship laestadianism lappland pop music small town sweden based on a book,based on a book coming of age based on book finnish small town,Comedy Drama 1960s abuse based on a book coming of age friendship laestadianism lappland pop music small town sweden based on a book based on a book coming of age based on book finnish small town,314524
53912,Awesome; I Fuckin Shot That! (2006),Documentary Musical,Beastie Boys hip hop DVD-R,,Documentary Musical Beastie Boys hip hop DVD-R ,488953
53916,Tea and Sympathy (1956),Drama Romance,Vincente Minnelli BD-R,,Drama Romance Vincente Minnelli BD-R ,49829
53919,"Man in the Iron Mask, The (1939)",Adventure,James Whale multiple roles royalty BD-R,swashbuckler adventure original sword fight good,Adventure James Whale multiple roles royalty BD-R swashbuckler adventure original sword fight good,31619
53921,"Mighty Heart, A (2007)",Drama Thriller,character based on real person:Daniel Pearl angelina jolie nudity (topless - notable) nudity (topless - notable) Angelina Jolie Michael Winterbottom Michael Winterbottom nudity (topless - notable) daniel pearl 10-2-2008 Angelina Jolie Angelina Jolie ClearPlay R,world politics nudity (topless - notable) islam kidnapping true story,Drama Thriller character based on real person:Daniel Pearl angelina jolie nudity (topless - notable) nudity (topless - notable) Angelina Jolie Michael Winterbottom Michael Winterbottom nudity (topless - notable) daniel pearl 10-2-2008 Angelina Jolie Angelina Jolie ClearPlay R world politics nudity (topless - notable) islam kidnapping true story,829459
53953,1408 (2007),Drama Horror Thriller,predictable ending wasted potential author:Stephen King setting:hotel claustrophobic Hotel John Cusack Stephen King claustrophobic Hotel John Cusack Samuel L. Jackson scary supernatural wasted potential boring claustrophobic horror scary Alternate ending claustrophobic John Cusack psychological Samuel L. Jackson scary Stephen King supernatural Stephen King Samuel L. Jackson wasted potential author:Stephen King Samuel L. Jackson scary movie to see Stephen King predictable ending claustrophobic supernatural alternate ending boring unexplained wasted potential weak netflix drowning fathers lov freezing Mikael Håfström author:Stephen King boring Hotel author:Stephen King claustrophobic horror John Cusack numbers predictable ending Samuel L. Jackson scary setting:hotel Stephen King supernatural based on a book horror Hotel John Cusack numbers Samuel L. Jackson Stephen King atmospheric confusing disappointing disappointing ending lame ending loose ends boring based on a book hotel Stephen King John Cusack Stephen King based on a book fantasy world Hotel author:Stephen King horror John Cusack Mikael HÃ¥fstrÃ¶m psychological Samuel L. Jackson scary setting:hotel Stephen King supernatural theatrical version is better atmospheric claustrophobic John Cusack Stephen King wasted potential claustrophobic horror John Cusack Stephen King claustrophobic hotel manager memasa's movies numbers theatrical version is better,horror supernatural creepy scary hotel,Drama Horror Thriller predictable ending wasted potential author:Stephen King setting:hotel claustrophobic Hotel John Cusack Stephen King claustrophobic Hotel John Cusack Samuel L. Jackson scary supernatural wasted potential boring claustrophobic horror scary Alternate ending claustrophobic John Cusack psychological Samuel L. Jackson scary Stephen King supernatural Stephen King Samuel L. Jackson wasted potential author:Stephen King Samuel L. Jackson scary movie to see Stephen King predictable ending claustrophobic supernatural alternate ending boring unexplained wasted potential weak netflix drowning fathers lov freezing Mikael Håfström author:Stephen King boring Hotel author:Stephen King claustrophobic horror John Cusack numbers predictable ending Samuel L. Jackson scary setting:hotel Stephen King supernatural based on a book horror Hotel John Cusack numbers Samuel L. Jackson Stephen King atmospheric confusing disappointing disappointing ending lame ending loose ends boring based on a book hotel Stephen King John Cusack Stephen King based on a book fantasy world Hotel author:Stephen King horror John Cusack Mikael HÃ¥fstrÃ¶m psychological Samuel L. Jackson scary setting:hotel Stephen King supernatural theatrical version is better atmospheric claustrophobic John Cusack Stephen King wasted potential claustrophobic horror John Cusack Stephen King claustrophobic hotel manager memasa's movies numbers theatrical version is better horror supernatural creepy scary hotel,450385
53956,Death at a Funeral (2007),Comedy,British dark comedy funeral dark comedy farce Peter Dinklage immature poo jokes stupid unrealistic accident British british comedy brother-brother relationship caper dark comedy deceased family member family family gatherings farce funeral vertically challenged people wheelchair farce caper dark comedy netflix dark comedy male nudity british comedy comedy dark comedy drugs male nudity Nudity (Rear) swearing wheelchair overrated sentimental stupid unrealistic dark comedy drugs British british comedy Gay Character male nudity less than 300 ratings british comedy dark comedy farce Matthew MacFadyen dark comedy 100% predictable idiots Frank Oz Alan Tudyk farce male nudity Peter Dinklage brother-brother relationship dark comedy farce drugs family gatherings funeral remade Alan Tudyk british comedy dark comedy Matthew MacFadyen British dark comedy british seen 2010 bab cinema dark comedy british comedy drugs England funeral brittish dark comedy family accident British british comedy brother-brother relationship coffin deceased family member FAMILY GATHERINGS List J male nudity overrated vertically challenged people wheelchair ClearPlay R British dark comedy farce,british comedy comedy farce british funny,Comedy British dark comedy funeral dark comedy farce Peter Dinklage immature poo jokes stupid unrealistic accident British british comedy brother-brother relationship caper dark comedy deceased family member family family gatherings farce funeral vertically challenged people wheelchair farce caper dark comedy netflix dark comedy male nudity british comedy comedy dark comedy drugs male nudity Nudity (Rear) swearing wheelchair overrated sentimental stupid unrealistic dark comedy drugs British british comedy Gay Character male nudity less than 300 ratings british comedy dark comedy farce Matthew MacFadyen dark comedy 100% predictable idiots Frank Oz Alan Tudyk farce male nudity Peter Dinklage brother-brother relationship dark comedy farce drugs family gatherings funeral remade Alan Tudyk british comedy dark comedy Matthew MacFadyen British dark comedy british seen 2010 bab cinema dark comedy british comedy drugs England funeral brittish dark comedy family accident British british comedy brother-brother relationship coffin deceased family member FAMILY GATHERINGS List J male nudity overrated vertically challenged people wheelchair ClearPlay R British dark comedy farce british comedy comedy farce british funny,795368
53963,Clubland (a.k.a. Introducing the Dwights) (2007),Comedy Drama,nudity (topless),,Comedy Drama nudity (topless) ,432264
53967,High Road to China (1983),Adventure Drama Romance War,biplanes brian blessed lewis guns Tom Selleck Tom Selleck Wilford Brimley Betamax,,Adventure Drama Romance War biplanes brian blessed lewis guns Tom Selleck Tom Selleck Wilford Brimley Betamax ,85678
53972,Live Free or Die Hard (2007),Action Adventure Crime Thriller,action bruce willis comedy computers hackers murder terrorism United States hackers not as good as the first weak plot murder bruce willis Len Wiseman hackers hackers unrealistic action weak plot boring bruce willis no suspense weak plot action bruce willis comedy hackers IT fail kungfu hackers original stunts terrorism United States Unreal unrealistic unrealistic but well done unrealistic plot bruce willis good sequel Justin Long Timothy Olyphant bruce willis hackers murder bruce willis comedy good sequel hackers Justin Long terrorism unrealistic but well done to see: action die hard 4.0 jonossa bruce willis bruce willis damn hamster kungfu hackers Unreal unrealistic action packed bruce willis terrorism action bruce willis movie to see action action packed bruce willis hackers action action packed bruce willis computers damn hamster hackers Justin Long kungfu hackers not as good as the first stunts Timothy Olyphant United States unrealistic unrealistic action unrealistic but well done weak plot hackers 6.2-FilmAffinity jungla de cristal 4.0 MOLT_CRITICADA action bruce willis hackers Justin Long Timothy Olyphant unrealistic Len Wiseman action packed bruce willis hackers terrorism stunts not as good as the first action action packed boring bruce willis comedy hackers no suspense stunts terrorism unrealistic unrealistic action weak plot hackers parkour terrorism bruce willis IT fail watched 2007 hackers terrorism United States bruce willis Justin Long not as good as the first Timothy Olyphant bruce willis comedy good sequel hackers kungfu hackers unrealistic unrealistic plot computers good action packed action bruce willis action action packed Bruce Willis parkour PG-13 stunts United States unrealistic action unrealistic but well done Bruce Willis bruce willis unrealistic Bruce Willis action packed bruce willis,action action packed good action pg-13 explosions,Action Adventure Crime Thriller action bruce willis comedy computers hackers murder terrorism United States hackers not as good as the first weak plot murder bruce willis Len Wiseman hackers hackers unrealistic action weak plot boring bruce willis no suspense weak plot action bruce willis comedy hackers IT fail kungfu hackers original stunts terrorism United States Unreal unrealistic unrealistic but well done unrealistic plot bruce willis good sequel Justin Long Timothy Olyphant bruce willis hackers murder bruce willis comedy good sequel hackers Justin Long terrorism unrealistic but well done to see: action die hard 4.0 jonossa bruce willis bruce willis damn hamster kungfu hackers Unreal unrealistic action packed bruce willis terrorism action bruce willis movie to see action action packed bruce willis hackers action action packed bruce willis computers damn hamster hackers Justin Long kungfu hackers not as good as the first stunts Timothy Olyphant United States unrealistic unrealistic action unrealistic but well done weak plot hackers 6.2-FilmAffinity jungla de cristal 4.0 MOLT_CRITICADA action bruce willis hackers Justin Long Timothy Olyphant unrealistic Len Wiseman action packed bruce willis hackers terrorism stunts not as good as the first action action packed boring bruce willis comedy hackers no suspense stunts terrorism unrealistic unrealistic action weak plot hackers parkour terrorism bruce willis IT fail watched 2007 hackers terrorism United States bruce willis Justin Long not as good as the first Timothy Olyphant bruce willis comedy good sequel hackers kungfu hackers unrealistic unrealistic plot computers good action packed action bruce willis action action packed Bruce Willis parkour PG-13 stunts United States unrealistic action unrealistic but well done Bruce Willis bruce willis unrealistic Bruce Willis action packed bruce willis action action packed good action pg-13 explosions,337978
53974,License to Wed (2007),Comedy Romance,central event:wedding preparation Jesus freaks mentor/trainer setting:Chicago less than 300 ratings Mandy Moore Robin Williams Ken Kwapis Mandy Moore Robin Williams crude cute disrespectful funny happy ending John Krasinski love Mandy Moore Mandy Moore Robin Williams,romantic comedy comedy marriage happy ending predictable,Comedy Romance central event:wedding preparation Jesus freaks mentor/trainer setting:Chicago less than 300 ratings Mandy Moore Robin Williams Ken Kwapis Mandy Moore Robin Williams crude cute disrespectful funny happy ending John Krasinski love Mandy Moore Mandy Moore Robin Williams romantic comedy comedy marriage happy ending predictable,762114
53988,Evening (2007),Drama,adapted from:book author:Susan Minot based on a book adapted from:book Claire Danes Hugh Dancy Meryl Streep unrealised ideas by creators Vanessa Redgrave,adapted from:book destiny mother daughter relationship chick flick gay character,Drama adapted from:book author:Susan Minot based on a book adapted from:book Claire Danes Hugh Dancy Meryl Streep unrealised ideas by creators Vanessa Redgrave adapted from:book destiny mother daughter relationship chick flick gay character,765447
53993,Evan Almighty (2007),Comedy Fantasy,movie to see Steve Carell Biblical Christianity environmental god John Goodman Morgan Freeman movie to see Biblical environmental humorous Morgan Freeman dvd redbox Steve Carell Tom Shadyac based on a book based on a myth Biblical big budget Christianity environmental god religion watch the credits Christianity John Goodman Morgan Freeman Morgan Freeman religion environmental family god based on a book Biblical Christianity god religion Steve Carell owned Biblical god Biblical Christianity Morgan Freeman Steve Carell Biblical Steve Carell Christianity family family humorous Lauren Graham Steve Carell,god biblical family comedy big budget,Comedy Fantasy movie to see Steve Carell Biblical Christianity environmental god John Goodman Morgan Freeman movie to see Biblical environmental humorous Morgan Freeman dvd redbox Steve Carell Tom Shadyac based on a book based on a myth Biblical big budget Christianity environmental god religion watch the credits Christianity John Goodman Morgan Freeman Morgan Freeman religion environmental family god based on a book Biblical Christianity god religion Steve Carell owned Biblical god Biblical Christianity Morgan Freeman Steve Carell Biblical Steve Carell Christianity family family humorous Lauren Graham Steve Carell god biblical family comedy big budget,413099
53996,Transformers (2007),Action Sci-Fi Thriller IMAX,80s nostalgia enormously long battle scene robots sci-fi adapted from:toy android(s)/cyborg(s) anti-government paranoia Based on a TV show? enormously long battle scene fighter jet planes helicopters related:secret friend setting:Hoover Dam silly Jon Voigt Megan Fox Michael Bay Shia LaBeouf Special Effects enormously long battle scene michael bay Michael Bay 80s nostalgia giant robots man versus machine robots Special Effects 80s nostalgia android(s)/cyborg(s) based on a comic based on a TV show Excellent FXs franchise giant robots helicopters man versus machine Megan Fox Nostalgia Critic robots Special Effects transformation childish humanlike robots Megan Fox Shia LaBeouf car chase effects Megan Fox CGI Megan Fox childish silly action android(s)/cyborg(s) helicopters robots action aliens sci-fi Dogging Michael Bay based on a comic enormously long battle scene giant robots man versus machine Special Effects Steven Spielberg transformation giant robots robots Michael Bay Peter Cullen Special Effects man versus machine robots Special Effects transformation sexist Block movie to see based on a comic aliens robots enormously long battle scene robots based on a comic transformation John Turturro Nostalgia Critic action based on a comic crude humor defies logic disjointed franchise incoherent lowest common denominator Megan Fox military robots sci-fi Shia LaBeouf Special Effects teen weak plot android(s)/cyborg(s) robots Shia LaBeouf teen android(s)/cyborg(s) based on a comic robots Tyrese Gibson action exciting not enough robots teen adapted from:comic adapted from:TV series aliens Bechdel Test:Fail car chase desert giant robots high school incoherent John Turturro man versus machine mechanic military Oscar Nominee: Sound Oscar Nominee: Sound Editing Oscar Nominee: Visual Effects scientist screenwriter:Alex Kurtzman screenwriter:Roberto Orci secret agent Special Effects Steven Spielberg teen US Air Force US President sci-fi enormously long battle scene Michael Bay Steven Spielberg sufficiently explodey to be good cool ummarti2007 80s nostalgia android(s)/cyborg(s) enormously long battle scene giant robots Michael Bay robots Shia LaBeouf robots robots 80s nostalgia Michael Bay robots transformation based on a TV show comic book franchise military robots comedy soundtrack based on a comic high school sci-fi Steven Spielberg teen giant robots based on a comic enormously long battle scene Michael Bay Shia LaBeouf Excellent FXs Special Effects comic book enormously long battle scene giant robots robots Special Effects action man versus machine Megan Fox robots romance sci-fi Shia LaBeouf transformation owned FIOS on demand perrot library android(s)/cyborg(s) boring enormously long battle scene giant robots man versus machine ridiculous silly transformation based on a comic 27-12-2007 boring Nostalgia Critic silly defies logic raped my childhood enormously long battle scene Shia LaBeouf silly robot BD-Video IMAX DMR crude humor enormously long battle scene giant robots John Turturro lowest common denominator man versus machine Michael Bay military Steven Spielberg US President erlend's DVDs robots Netflix Finland John Turturro Steven Spielberg action comic book Megan Fox aliens robots 80s nostalgia based on a TV show Nostalgia Critic Special Effects,giant robots robots action big budget franchise,Action Sci-Fi Thriller IMAX 80s nostalgia enormously long battle scene robots sci-fi adapted from:toy android(s)/cyborg(s) anti-government paranoia Based on a TV show? enormously long battle scene fighter jet planes helicopters related:secret friend setting:Hoover Dam silly Jon Voigt Megan Fox Michael Bay Shia LaBeouf Special Effects enormously long battle scene michael bay Michael Bay 80s nostalgia giant robots man versus machine robots Special Effects 80s nostalgia android(s)/cyborg(s) based on a comic based on a TV show Excellent FXs franchise giant robots helicopters man versus machine Megan Fox Nostalgia Critic robots Special Effects transformation childish humanlike robots Megan Fox Shia LaBeouf car chase effects Megan Fox CGI Megan Fox childish silly action android(s)/cyborg(s) helicopters robots action aliens sci-fi Dogging Michael Bay based on a comic enormously long battle scene giant robots man versus machine Special Effects Steven Spielberg transformation giant robots robots Michael Bay Peter Cullen Special Effects man versus machine robots Special Effects transformation sexist Block movie to see based on a comic aliens robots enormously long battle scene robots based on a comic transformation John Turturro Nostalgia Critic action based on a comic crude humor defies logic disjointed franchise incoherent lowest common denominator Megan Fox military robots sci-fi Shia LaBeouf Special Effects teen weak plot android(s)/cyborg(s) robots Shia LaBeouf teen android(s)/cyborg(s) based on a comic robots Tyrese Gibson action exciting not enough robots teen adapted from:comic adapted from:TV series aliens Bechdel Test:Fail car chase desert giant robots high school incoherent John Turturro man versus machine mechanic military Oscar Nominee: Sound Oscar Nominee: Sound Editing Oscar Nominee: Visual Effects scientist screenwriter:Alex Kurtzman screenwriter:Roberto Orci secret agent Special Effects Steven Spielberg teen US Air Force US President sci-fi enormously long battle scene Michael Bay Steven Spielberg sufficiently explodey to be good cool ummarti2007 80s nostalgia android(s)/cyborg(s) enormously long battle scene giant robots Michael Bay robots Shia LaBeouf robots robots 80s nostalgia Michael Bay robots transformation based on a TV show comic book franchise military robots comedy soundtrack based on a comic high school sci-fi Steven Spielberg teen giant robots based on a comic enormously long battle scene Michael Bay Shia LaBeouf Excellent FXs Special Effects comic book enormously long battle scene giant robots robots Special Effects action man versus machine Megan Fox robots romance sci-fi Shia LaBeouf transformation owned FIOS on demand perrot library android(s)/cyborg(s) boring enormously long battle scene giant robots man versus machine ridiculous silly transformation based on a comic 27-12-2007 boring Nostalgia Critic silly defies logic raped my childhood enormously long battle scene Shia LaBeouf silly robot BD-Video IMAX DMR crude humor enormously long battle scene giant robots John Turturro lowest common denominator man versus machine Michael Bay military Steven Spielberg US President erlend's DVDs robots Netflix Finland John Turturro Steven Spielberg action comic book Megan Fox aliens robots 80s nostalgia based on a TV show Nostalgia Critic Special Effects giant robots robots action big budget franchise,418279
53999,Captivity (2007),Crime Thriller,Bob*ola torture Bad copy of saw Stupid people Bad copy of saw Stupid people Bad copy of saw,torture horror splatter predictable gory,Crime Thriller Bob*ola torture Bad copy of saw Stupid people Bad copy of saw Stupid people Bad copy of saw torture horror splatter predictable gory,374563
54001,Harry Potter and the Order of the Phoenix (2007),Adventure Drama Fantasy IMAX,harry potter magic adapted from:book author:J. K. Rowling Alan Rickman Daniel Radcliffe David Yates Emma Watson Gary Oldman Ralph Fiennes Rupert Grint jus+san joseph campbell's study of mythology influenced alan rickman Emma Watson harry potter alan rickman based on a book Daniel Radcliffe harry potter magic magic school not true to the book parallel universe based on a book netflix alan rickman emma thompson helena bonham carter ralph fiennes alan rickman Gary Oldman Ralph Fiennes based on a book harry potter magic not true to the book MTSKAF author:J. K. Rowling Daniel Radcliffe Emma Watson Helena Bonham Carter magic not true to the book too short Daniel Radcliffe harry potter magic Ralph Fiennes too short Gary Oldman Imelda Staunton too short based on a book franchise harry potter magic wizards fantasy based on a book fantasy magic David Yates based on a book Emma Watson Gary Oldman Helena Bonham Carter Imelda Staunton magic not true to the book Ralph Fiennes too short Emma Watson fantasy magic wizards PG-13 fantasy Gary Oldman not true to the book based on a book boarding school franchise Harry Potter magic Daniel Radcliffe Emma Watson fantasy franchise Gary Oldman harry potter Helena Bonham Carter joseph campbell's study of mythology influenced not true to the book Rupert Grint too short not as good as the book magic fantasy world harry potter magic wizards IMAX DMR 3-D Stereoscopic 3-D sequences based on a book magic school life Helena Bonham Carter harry potter Helena Bonham Carter magic erlend's DVDs fantasy harry potter Emma Watson harry potter broomstick,emma watson wizards magic adapted from:book fantasy world,Adventure Drama Fantasy IMAX harry potter magic adapted from:book author:J. K. Rowling Alan Rickman Daniel Radcliffe David Yates Emma Watson Gary Oldman Ralph Fiennes Rupert Grint jus+san joseph campbell's study of mythology influenced alan rickman Emma Watson harry potter alan rickman based on a book Daniel Radcliffe harry potter magic magic school not true to the book parallel universe based on a book netflix alan rickman emma thompson helena bonham carter ralph fiennes alan rickman Gary Oldman Ralph Fiennes based on a book harry potter magic not true to the book MTSKAF author:J. K. Rowling Daniel Radcliffe Emma Watson Helena Bonham Carter magic not true to the book too short Daniel Radcliffe harry potter magic Ralph Fiennes too short Gary Oldman Imelda Staunton too short based on a book franchise harry potter magic wizards fantasy based on a book fantasy magic David Yates based on a book Emma Watson Gary Oldman Helena Bonham Carter Imelda Staunton magic not true to the book Ralph Fiennes too short Emma Watson fantasy magic wizards PG-13 fantasy Gary Oldman not true to the book based on a book boarding school franchise Harry Potter magic Daniel Radcliffe Emma Watson fantasy franchise Gary Oldman harry potter Helena Bonham Carter joseph campbell's study of mythology influenced not true to the book Rupert Grint too short not as good as the book magic fantasy world harry potter magic wizards IMAX DMR 3-D Stereoscopic 3-D sequences based on a book magic school life Helena Bonham Carter harry potter Helena Bonham Carter magic erlend's DVDs fantasy harry potter Emma Watson harry potter broomstick emma watson wizards magic adapted from:book fantasy world,373889
54004,I Now Pronounce You Chuck and Larry (2007),Comedy Romance,"Chuck & Buck... fat jokes firefighting privileged people discover prejudice/inequality firsthand stereotype:gay subgenre:buddies movie to see homophobic offensive stereotypes gay romance Dennis Dugan \\""Jessica Biel is hot like hell\""\"""" buddy movie firefighters Adam Sandler Jessica Biel Kevin James romance social commentary stereotype:gay Adam Sandler Kevin James social commentary Steve Buscemi Jessica Biel adam sandler comedy kevin james marriage Adam Sandler Rob Schneider Steve Buscemi comedy Jessica Biel social commentary Adam Sandler",gay comedy stereotypes gay character funny,"Comedy Romance Chuck & Buck... fat jokes firefighting privileged people discover prejudice/inequality firsthand stereotype:gay subgenre:buddies movie to see homophobic offensive stereotypes gay romance Dennis Dugan \\""Jessica Biel is hot like hell\""\"""" buddy movie firefighters Adam Sandler Jessica Biel Kevin James romance social commentary stereotype:gay Adam Sandler Kevin James social commentary Steve Buscemi Jessica Biel adam sandler comedy kevin james marriage Adam Sandler Rob Schneider Steve Buscemi comedy Jessica Biel social commentary Adam Sandler gay comedy stereotypes gay character funny",762107
54010,Bedtime Story (1964),Comedy,RemakeOf:Bedtime Story (1964) might like,,Comedy RemakeOf:Bedtime Story (1964) might like ,57878
54020,McQ (1974),Action Crime Drama,CLV,,Action Crime Drama CLV ,71824
